client_id,שם,גיל,מגדר,עיר,סוג_שירות,תאריך_הצטרפות,סכום_תיק,הכנסה_חודשית,מספר_פניות_שנה_אחרונה,זמן_תגובה_ממוצע_שעות,שביעות_רצון,סטטוס,תאריך_נטישה
C2523,קובי כהן,38,זכר,באר שבע,ייעוץ השקעות,30/07/2025,1745580,5756,3,31.4,7,לא פעיל,22/11/2025
C2524,איתי הרשקוביץ,30,זכר,ירושלים,תכנון פיננסי,04/05/2023,1324987,5423,3,48.8,8,פעיל,
C2525,עומר יפרח,25,זכר,באר שבע,ייעוץ השקעות,17/05/2021,814203,5642,5,22.2,2,פעיל,
C2526,עידו עטר,32,זכר,כפר סבא,ביטוח בריאות,01/12/2020,855101,5757,12,59.2,4,לא פעיל,31/01/2022
C2527,גיא סופר,48,זכר,תל אביב,ביטוח בריאות,17/01/2021,706690,6732,11,16.9,10,לא פעיל,30/06/2022
C2528,נדב ביטון,37,זכר,גבעתיים,פנסיה,08/08/2024,1443019,1895,8,3.9,10,לא פעיל,01/01/2025
C2529,עידו אזולאי,35,זכר,גבעתיים,ייעוץ השקעות,16/01/2024,1220529,3798,6,94.2,4,פעיל,
C2530,אריאל כץ,49,זכר,הרצליה,חיסכון ארוך טווח,09/02/2024,1261437,4710,5,32.7,4,לא פעיל,06/06/2025
C2531,עדי אברהם,40,נקבה,הרצליה,ביטוח רכב,12/06/2020,886387,2605,0,53.4,8,פעיל,
C2532,קובי עזרא,32,זכר,ראשון לציון,חיסכון ארוך טווח,29/07/2020,913485,348,4,51.4,9,פעיל,
C2533,עדי לוי,39,נקבה,הרצליה,ביטוח חיים,23/12/2022,1577260,163,14,87.5,8,פעיל,
C2534,רועי בנימין,36,זכר,מודיעין,חיסכון ארוך טווח,12/02/2020,945617,1989,2,28.4,9,פעיל,
C2535,יותם מזרחי,54,זכר,באר שבע,תכנון פיננסי,23/06/2024,662039,5674,3,42.7,9,פעיל,
C2536,יצחק צדיק,33,זכר,מודיעין,ייעוץ השקעות,02/12/2019,590658,4877,14,53.6,9,פעיל,
C2537,אריאל פרנקל,51,זכר,גבעתיים,ביטוח חיים,16/12/2022,840680,5357,8,52.3,3,פעיל,
C2538,רועי הרשקוביץ,29,זכר,כפר סבא,ייעוץ השקעות,08/01/2024,1233200,6451,2,42,5,פעיל,
C2539,יניב פרץ,27,זכר,רעננה,חיסכון ארוך טווח,08/12/2024,1065048,5335,7,46.4,2,פעיל,
C2540,סהר דיין,58,זכר,רמת גן,חיסכון ארוך טווח,19/05/2023,941341,4052,7,24.3,4,פעיל,
C2541,יריב נחמני,55,זכר,מודיעין,ביטוח רכב,26/08/2022,840364,5666,11,74.7,2,פעיל,
C2542,עידו נגר,65,זכר,באר שבע,תכנון פיננסי,18/10/2022,1062423,1317,8,11.5,8,פעיל,
C2543,לירן בן דוד,65,זכר,נתניה,ייעוץ מס,06/04/2020,562180,6083,0,54.7,8,לא פעיל,29/07/2020
C2544,בועז פרנקל,64,זכר,הוד השרון,פנסיה,30/06/2023,1106518,3855,4,89,9,לא פעיל,06/01/2024
C2545,נדב זילברמן,67,זכר,נתניה,ביטוח חיים,30/06/2025,1128618,2343,12,92.1,10,לא פעיל,08/05/2026
C2546,אבי נגר,58,זכר,תל אביב,חיסכון ארוך טווח,25/12/2020,976421,1166,6,36.4,4,פעיל,
C2547,שני כהן,33,נקבה,מודיעין,ביטוח בריאות,13/06/2025,1230693,700,14,50.7,6,פעיל,
C2548,דוד חזן,53,זכר,גבעתיים,ייעוץ השקעות,26/02/2020,877066,6907,5,62.6,8,לא פעיל,06/01/2022
C2549,יותם גבאי,62,זכר,גבעתיים,ביטוח רכב,25/11/2021,516564,5987,9,95.8,7,פעיל,
C2550,מאור עטר,38,זכר,פתח תקווה,ייעוץ השקעות,24/01/2022,902792,2705,9,39,2,פעיל,
C2551,סהר קליין,39,זכר,פתח תקווה,פנסיה,30/06/2023,1169211,1288,0,50,10,לא פעיל,23/03/2024
C2552,בועז ויס,44,זכר,רמת גן,ביטוח חיים,16/10/2021,813043,2103,9,6.3,2,פעיל,
C2553,דוד הרשקוביץ,35,זכר,רעננה,תכנון פיננסי,13/12/2019,442461,2407,15,13.5,8,פעיל,
C2554,לירן רפפורט,51,זכר,גבעתיים,ביטוח רכב,20/11/2023,743219,6630,2,78.8,10,פעיל,
C2555,נתן גבאי,36,זכר,מודיעין,ייעוץ השקעות,02/05/2021,687733,3910,10,89.5,8,פעיל,
C2556,נדב רוזן,26,זכר,מודיעין,ייעוץ השקעות,13/04/2023,694771,6828,8,45.5,7,פעיל,
C2557,רועי תורג׳מן,30,זכר,ירושלים,ביטוח רכב,01/01/2022,220318,1561,9,57.4,5,לא פעיל,17/07/2022
C2558,ניר אדלר,52,זכר,רמת גן,ביטוח בריאות,13/03/2022,1384078,3470,11,25,1,לא פעיל,19/05/2022
C2559,ליאור שטרן,28,זכר,ירושלים,ביטוח חיים,05/03/2020,866673,2956,10,50.5,9,פעיל,
C2560,דור בכר,36,זכר,מודיעין,ייעוץ מס,28/11/2022,1249024,6783,15,94,8,לא פעיל,15/02/2024
C2561,לירן נגר,25,זכר,ראשון לציון,ביטוח חיים,01/09/2024,1058469,2420,13,82.2,1,לא פעיל,12/12/2024
C2562,אייל אלון,65,זכר,כפר סבא,חיסכון ארוך טווח,09/07/2025,1601681,993,14,4,6,פעיל,
C2563,יצחק הררי,65,זכר,הרצליה,פנסיה,28/07/2025,1158858,5026,3,68.9,2,פעיל,
C2564,רון ינאי,33,זכר,נתניה,ייעוץ מס,09/09/2023,1310184,192,15,89.1,10,פעיל,
C2565,יוסי מימון,72,זכר,מודיעין,ביטוח חיים,10/12/2019,527315,883,3,13.4,1,פעיל,
C2566,תומר סלומון,33,זכר,מודיעין,ביטוח חיים,11/12/2020,770744,2961,2,22.1,1,פעיל,
C2567,יוסי אוחנה,50,זכר,נתניה,פנסיה,25/09/2023,920365,4104,8,21.9,6,פעיל,
C2568,יריב אברהם,50,זכר,רעננה,ייעוץ השקעות,04/11/2025,1323566,3876,4,43.9,1,פעיל,
C2569,עידו עוז,37,זכר,רעננה,תכנון פיננסי,13/05/2025,1355291,1373,10,38.9,3,פעיל,
C2570,רועי מימון,46,זכר,גבעתיים,חיסכון ארוך טווח,17/08/2021,849597,3581,8,39.9,2,פעיל,
C2571,מאור פרנקל,44,זכר,הרצליה,ביטוח רכב,03/05/2023,1287724,2963,0,8.7,3,לא פעיל,02/01/2024
C2572,תומר חזן,35,זכר,נתניה,ייעוץ מס,29/09/2022,1184056,3134,1,56.4,9,לא פעיל,08/03/2024
C2573,יוסי טובים,37,זכר,רעננה,ביטוח בריאות,12/06/2023,1607341,116,12,95.1,7,פעיל,
C2574,רונית אברהם,65,נקבה,תל אביב,ייעוץ השקעות,24/11/2020,402176,6533,14,44.2,7,פעיל,
C2575,יריב נגר,53,זכר,פתח תקווה,ביטוח חיים,11/03/2024,1345118,5331,11,81.6,8,פעיל,
C2576,דור לוי,62,זכר,רעננה,ביטוח חיים,19/08/2024,1646517,3946,5,65.4,4,לא פעיל,30/08/2025
C2577,שחר פרידמן,44,זכר,תל אביב,ייעוץ מס,07/09/2019,768321,3529,6,71.6,3,פעיל,
C2578,דוד אוחנה,51,זכר,אשדוד,ייעוץ השקעות,18/01/2020,226144,3625,15,56.9,1,לא פעיל,31/03/2021
C2579,תומר צור,51,זכר,ראשון לציון,ייעוץ השקעות,18/01/2024,822019,6231,13,22.3,1,פעיל,
C2580,ניר זמיר,70,זכר,ירושלים,תכנון פיננסי,07/12/2024,908216,1766,11,54.5,7,פעיל,
C2581,קובי דיין,39,זכר,אשדוד,ביטוח רכב,29/01/2021,869841,425,1,63.8,2,פעיל,
C2582,קובי קדוש,53,זכר,מודיעין,פנסיה,07/04/2021,877496,2689,5,47,1,פעיל,
C2583,מורן בן דוד,54,נקבה,ירושלים,חיסכון ארוך טווח,31/08/2022,856470,1521,4,15,4,פעיל,
C2584,יותם תמיר,67,זכר,תל אביב,פנסיה,26/07/2021,897939,3466,13,93,5,פעיל,
C2585,יוסי חזן,37,זכר,אשדוד,תכנון פיננסי,02/05/2025,1074205,1527,1,61.3,4,פעיל,
C2586,דור הררי,65,זכר,חיפה,ייעוץ השקעות,09/12/2020,1043736,5932,3,44.4,3,לא פעיל,22/08/2022
C2587,משה גרינברג,40,זכר,רמת גן,ביטוח רכב,10/06/2024,1320986,3610,7,69.4,2,לא פעיל,02/02/2026
C2588,יותם הררי,65,זכר,רמת גן,ייעוץ מס,04/08/2019,743196,3365,8,41.2,10,פעיל,
C2589,יריב אלון,70,זכר,ירושלים,חיסכון ארוך טווח,20/03/2023,869833,2674,14,73.1,4,לא פעיל,04/08/2024
C2590,רועי הררי,45,זכר,פתח תקווה,ייעוץ השקעות,26/03/2022,580425,6407,13,35.7,3,פעיל,
C2591,חיים לביא,67,זכר,באר שבע,ביטוח רכב,08/07/2021,323854,6256,14,14.8,8,פעיל,
C2592,אלון הלוי,31,זכר,באר שבע,חיסכון ארוך טווח,02/08/2019,830162,526,0,52.4,10,פעיל,
C2593,עומר זילברמן,66,זכר,ירושלים,ייעוץ השקעות,14/03/2023,1377264,4729,2,32.7,1,פעיל,
C2594,תמר ביטון,41,נקבה,הוד השרון,חיסכון ארוך טווח,11/07/2019,564668,4050,8,6.5,2,לא פעיל,22/01/2021
C2595,חיים דוידוביץ,67,זכר,באר שבע,פנסיה,04/08/2022,724728,5750,8,36.4,5,פעיל,
C2596,דוד הלוי,64,זכר,כפר סבא,ייעוץ מס,31/10/2019,554559,697,3,40.1,4,פעיל,
C2597,עמית פרידמן,59,זכר,ראשון לציון,תכנון פיננסי,11/03/2021,876720,6697,9,8.1,10,פעיל,
C2598,נדב שטרן,54,זכר,אשדוד,חיסכון ארוך טווח,23/10/2025,1191633,4078,11,38.6,3,פעיל,
C2599,רונית מור,57,נקבה,אשדוד,ביטוח רכב,29/07/2020,727573,3875,0,5.7,1,לא פעיל,16/04/2021
C2600,נדב ינאי,25,זכר,הרצליה,תכנון פיננסי,28/06/2021,805393,5036,10,5.5,5,לא פעיל,26/07/2022
C2601,איתי טובים,45,זכר,הוד השרון,ייעוץ השקעות,28/09/2023,1102801,792,4,35.2,1,פעיל,
C2602,עומר אברהם,41,זכר,כפר סבא,ביטוח בריאות,12/06/2022,1111426,1884,1,30.5,10,פעיל,
C2603,יוסי הלוי,62,זכר,רעננה,פנסיה,08/06/2022,827957,5656,10,77.9,9,לא פעיל,21/10/2023
C2604,לירן ויס,29,זכר,אשדוד,ייעוץ מס,03/12/2022,699475,3002,9,43.6,6,פעיל,
C2605,יריב סופר,26,זכר,חיפה,ביטוח רכב,08/03/2019,503484,4192,3,89.6,7,לא פעיל,04/09/2020
C2606,אמיר כספי,25,זכר,תל אביב,ביטוח חיים,18/06/2021,937954,1613,1,31.2,9,לא פעיל,18/01/2022
C2607,גיא קליין,63,זכר,הרצליה,ביטוח חיים,01/12/2025,15644,4326,14,83.5,6,לא פעיל,05/03/2027
C2608,אמיר מלכה,32,זכר,גבעתיים,ייעוץ השקעות,21/09/2019,50000,580,11,58.3,8,לא פעיל,21/07/2020
C2609,טל רוזן,37,זכר,גבעתיים,פנסיה,02/01/2023,808553,4232,10,43.7,8,פעיל,
C2610,טל בוחבוט,65,זכר,ראשון לציון,ביטוח בריאות,26/04/2021,799913,5336,14,18.3,3,לא פעיל,13/07/2022
C2611,רועי מזרחי,39,זכר,ירושלים,ייעוץ מס,17/11/2019,945092,690,7,64.9,4,לא פעיל,16/04/2021
C2612,עידו בוחבוט,62,זכר,הוד השרון,חיסכון ארוך טווח,29/04/2020,339640,3346,14,53.5,9,לא פעיל,06/10/2021
C2613,איתי בנימין,55,זכר,באר שבע,ייעוץ מס,29/02/2020,974464,3590,0,30.8,1,פעיל,
C2614,יוסי בכר,66,זכר,כפר סבא,חיסכון ארוך טווח,14/07/2025,1367223,5055,7,65.2,10,פעיל,
C2615,אבי עטר,32,זכר,תל אביב,תכנון פיננסי,26/01/2024,999183,1797,13,92.1,1,פעיל,
C2616,ליאור הררי,55,זכר,חיפה,חיסכון ארוך טווח,18/10/2020,635630,2413,9,61.9,5,פעיל,
C2617,חיים הרשקוביץ,62,זכר,מודיעין,ביטוח רכב,20/08/2019,458997,5751,10,9.1,1,פעיל,
C2618,נדב גבאי,44,זכר,נתניה,ייעוץ השקעות,24/09/2024,1367647,881,1,22,3,לא פעיל,14/12/2024
C2619,נדב לביא,28,זכר,ראשון לציון,ייעוץ השקעות,17/11/2020,208968,938,5,91.6,4,לא פעיל,06/06/2022
C2620,דנה גולדשטיין,42,נקבה,פתח תקווה,ייעוץ השקעות,09/11/2022,946718,6792,10,28.5,1,לא פעיל,11/02/2024
C2621,סהר טויטו,30,זכר,ראשון לציון,ייעוץ השקעות,01/06/2025,1104685,895,10,91.1,6,לא פעיל,18/04/2027
C2622,ליאור כספי,51,זכר,הרצליה,ביטוח חיים,15/05/2025,1462774,4635,6,40.3,2,פעיל,
C2623,דור דיין,61,זכר,פתח תקווה,תכנון פיננסי,23/05/2020,541491,3456,4,52,10,פעיל,
C2624,מאור ויס,33,זכר,רמת גן,ביטוח רכב,29/06/2024,1504053,4104,9,13.4,1,פעיל,
C2625,שחר בן דוד,46,זכר,תל אביב,ביטוח חיים,10/10/2020,510893,6592,7,88.4,8,לא פעיל,07/09/2021
C2626,איתי בכר,26,זכר,רמת גן,פנסיה,03/07/2025,1390129,4199,5,62.4,7,לא פעיל,12/11/2026
C2627,יעל סגל,59,נקבה,חיפה,פנסיה,18/09/2024,1124458,4603,10,21.5,4,פעיל,
C2628,רון כספי,26,זכר,הרצליה,חיסכון ארוך טווח,30/04/2024,1243651,4813,13,29.3,6,פעיל,
C2629,סהר טובים,66,זכר,באר שבע,תכנון פיננסי,27/06/2022,1329139,1393,5,49.7,1,פעיל,
C2630,גיא דוידוביץ,50,זכר,רעננה,ביטוח בריאות,02/10/2020,710569,4141,10,71.7,2,פעיל,
C2631,מאור טויטו,67,זכר,הרצליה,חיסכון ארוך טווח,07/02/2025,1547836,2912,14,61.8,10,פעיל,
C2632,סהר ביטון,53,זכר,תל אביב,חיסכון ארוך טווח,20/04/2024,1149200,6802,5,77.9,10,לא פעיל,08/09/2025
C2633,דור עטר,28,זכר,כפר סבא,תכנון פיננסי,12/04/2021,774066,4043,2,20.7,9,פעיל,
C2634,משה צדיק,63,זכר,הוד השרון,ביטוח בריאות,27/06/2022,1064277,1040,6,3.5,1,לא פעיל,10/08/2023
C2635,ניר עטר,60,זכר,פתח תקווה,תכנון פיננסי,10/12/2024,1144148,950,10,14.4,4,פעיל,
C2636,אלון דוידוביץ,41,זכר,חיפה,ביטוח רכב,21/02/2023,425333,484,12,38.6,9,פעיל,
C2637,אמיר שפירא,52,זכר,מודיעין,ביטוח רכב,20/03/2020,1002100,1289,12,63.3,9,לא פעיל,28/11/2020
C2638,גיא שטרן,52,זכר,פתח תקווה,תכנון פיננסי,25/07/2022,967936,2758,10,37.2,10,פעיל,
C2639,נתן מלכה,70,זכר,פתח תקווה,ביטוח בריאות,25/04/2024,985522,2865,9,10.8,4,לא פעיל,10/01/2026
C2640,גדי בוחבוט,42,זכר,פתח תקווה,ייעוץ השקעות,25/12/2019,808568,637,6,15.4,3,פעיל,
C2641,מאור רפפורט,51,זכר,אשדוד,ייעוץ מס,16/09/2025,1278428,5457,12,86.2,10,פעיל,
C2642,דור רפפורט,72,זכר,גבעתיים,חיסכון ארוך טווח,21/10/2022,1388520,3531,10,16.2,1,לא פעיל,01/01/2023
C2643,רועי ביטון,40,זכר,תל אביב,ביטוח רכב,12/09/2019,478359,2507,13,17.6,7,פעיל,
C2644,אריאל לוי,66,זכר,באר שבע,פנסיה,15/08/2020,1064466,5576,13,65.4,3,פעיל,
C2645,דני הרשקוביץ,35,זכר,רמת גן,ייעוץ השקעות,16/06/2020,490509,3800,7,83.6,6,לא פעיל,10/08/2021
C2646,לירן בוחבוט,64,זכר,הרצליה,ביטוח בריאות,13/06/2025,1612901,5793,13,28.9,7,לא פעיל,31/12/2026
C2647,גל רוזן,57,נקבה,נתניה,פנסיה,25/10/2020,1048617,6806,2,95.3,3,פעיל,
C2648,רועי צור,38,זכר,באר שבע,ייעוץ מס,13/11/2020,238735,5714,14,75.6,3,לא פעיל,31/03/2021
C2649,נדב בוחבוט,68,זכר,חיפה,ביטוח רכב,09/04/2024,1272051,5606,7,72.3,3,לא פעיל,25/07/2024
C2650,עמית ברק,50,זכר,נתניה,ייעוץ השקעות,02/09/2020,712309,6095,4,21.2,9,פעיל,
C2651,אורלי דהן,37,נקבה,באר שבע,חיסכון ארוך טווח,11/09/2020,417767,2877,14,17.9,6,פעיל,
C2652,שירה גולדשטיין,34,נקבה,תל אביב,פנסיה,02/02/2020,1529770,252,3,44,5,פעיל,
C2653,ליאור צור,37,זכר,באר שבע,תכנון פיננסי,09/06/2021,517145,3692,5,77.2,6,פעיל,
C2654,אמיר שטרן,49,זכר,ראשון לציון,ייעוץ מס,12/05/2025,1464395,6798,8,38.2,5,לא פעיל,16/01/2026
C2655,אריאל בכר,26,זכר,מודיעין,ביטוח רכב,13/11/2024,1217766,905,8,95.6,7,לא פעיל,31/10/2025
C2656,אייל רוט,50,זכר,הרצליה,ביטוח חיים,06/06/2020,358843,4144,10,38.3,2,לא פעיל,17/09/2020
C2657,יעל דהן,51,נקבה,ירושלים,חיסכון ארוך טווח,06/09/2021,530145,2369,13,75.1,10,פעיל,
C2658,דור חזן,28,זכר,הרצליה,תכנון פיננסי,30/09/2019,859952,2657,5,81.5,10,פעיל,
C2659,שלמה מימון,43,זכר,באר שבע,ייעוץ מס,03/03/2024,968458,3847,14,23.5,10,פעיל,
C2660,איתי ינאי,33,זכר,באר שבע,תכנון פיננסי,14/12/2022,1227876,6363,10,50.5,8,לא פעיל,07/04/2023
C2661,משה פרנקל,48,זכר,אשדוד,ביטוח בריאות,12/04/2023,669387,2565,2,16,4,לא פעיל,09/08/2023
C2662,אריאל שגיא,72,זכר,כפר סבא,ביטוח חיים,13/03/2019,918014,4257,7,75.7,7,פעיל,
C2663,יניב רוט,47,זכר,ירושלים,חיסכון ארוך טווח,17/08/2021,720075,846,10,37.2,7,פעיל,
C2664,יניב וינר,35,זכר,ראשון לציון,ייעוץ מס,02/08/2020,388817,3846,11,4.6,2,פעיל,
C2665,עומר לביא,51,זכר,ירושלים,פנסיה,15/11/2020,833590,1800,10,11.5,7,פעיל,
C2666,יצחק דוידוביץ,31,זכר,הוד השרון,ביטוח רכב,12/06/2021,688085,876,13,37.8,4,פעיל,
C2667,אלון מלכה,57,זכר,ראשון לציון,ביטוח חיים,23/08/2024,1114963,1883,2,69.4,6,פעיל,
C2668,לירן וינר,34,זכר,גבעתיים,ביטוח חיים,14/05/2024,1293336,2230,6,54.8,9,פעיל,
C2669,יניב צדיק,47,זכר,תל אביב,חיסכון ארוך טווח,26/05/2025,1433510,4193,10,87.7,2,לא פעיל,04/02/2026
C2670,טל זילברמן,57,זכר,חיפה,תכנון פיננסי,26/03/2024,1213980,6166,12,65.8,8,פעיל,
C2671,בועז אדלר,72,זכר,ירושלים,ייעוץ מס,08/05/2025,1664743,2055,5,39.6,3,לא פעיל,17/02/2027
C2672,יריב רפפורט,64,זכר,ראשון לציון,פנסיה,11/05/2022,793021,3900,12,6.4,3,פעיל,
C2673,סהר ויס,49,זכר,הרצליה,ביטוח בריאות,29/11/2022,1375669,2868,12,81,1,פעיל,
C2674,עמית טובים,70,זכר,תל אביב,ייעוץ מס,19/04/2024,1402666,1972,12,67.3,4,לא פעיל,06/04/2025
C2675,עומר חזן,32,זכר,ירושלים,ייעוץ מס,03/04/2020,435442,4861,6,85.1,4,פעיל,
C2676,גדי סגל,31,זכר,הרצליה,תכנון פיננסי,20/07/2023,670123,5199,14,94.7,4,פעיל,
C2677,נדב תורג׳מן,64,זכר,נתניה,ייעוץ מס,20/03/2024,843506,5815,9,61.2,7,לא פעיל,05/07/2025
C2678,רון בוחבוט,50,זכר,הוד השרון,ייעוץ מס,08/08/2023,921139,3332,1,84.7,1,לא פעיל,09/05/2024
C2679,אלון ינאי,62,זכר,ירושלים,ביטוח חיים,26/02/2021,810761,1526,2,3.4,2,פעיל,
C2680,יניב כהן,25,זכר,הרצליה,ביטוח חיים,20/03/2025,1441957,5479,6,84.3,10,פעיל,
C2681,מאור רוזן,45,זכר,הוד השרון,ביטוח בריאות,16/01/2022,1265562,3112,3,53.2,6,פעיל,
C2682,יניב מור,72,זכר,הרצליה,ביטוח רכב,28/05/2024,1289670,2757,10,79.1,9,לא פעיל,29/12/2025
C2683,אורלי גולדשטיין,29,נקבה,מודיעין,ביטוח חיים,17/02/2019,240767,5830,1,82.4,7,פעיל,
C2684,צחי נגר,57,זכר,רמת גן,ביטוח חיים,02/11/2024,1032531,2189,5,85,8,פעיל,
C2685,דור תורג׳מן,33,זכר,רעננה,ייעוץ השקעות,05/06/2024,1147413,2693,8,85,7,לא פעיל,28/09/2025
C2686,דנה רביב,65,נקבה,תל אביב,תכנון פיננסי,07/03/2021,623320,2991,6,41.7,8,פעיל,
C2687,קובי בנימין,26,זכר,ראשון לציון,ביטוח חיים,21/03/2020,803845,1849,10,76.4,4,פעיל,
C2688,אלון עזרא,42,זכר,הרצליה,ביטוח רכב,02/10/2019,797942,948,5,57.4,1,פעיל,
C2689,יניב גרינברג,69,זכר,הוד השרון,ייעוץ השקעות,14/03/2022,1339199,5370,15,5.3,5,פעיל,
C2690,דור יפרח,30,זכר,ירושלים,פנסיה,09/03/2025,1562536,5534,5,33.1,1,פעיל,
C2691,איתי וינר,31,זכר,תל אביב,ייעוץ מס,08/08/2019,562463,6662,6,65.8,9,פעיל,
C2692,יותם דוידוביץ,32,זכר,כפר סבא,ייעוץ מס,02/07/2024,1233707,1395,4,28.4,7,לא פעיל,11/01/2025
C2693,טל גנור,70,זכר,באר שבע,חיסכון ארוך טווח,21/05/2024,1678384,567,4,77,1,לא פעיל,07/02/2026
C2694,יניב דרור,42,זכר,נתניה,ייעוץ השקעות,27/01/2022,921720,4611,12,41.3,1,לא פעיל,08/11/2022
C2695,אמיר אדלר,33,זכר,מודיעין,פנסיה,18/07/2021,745604,4008,1,39.4,1,לא פעיל,17/04/2023
C2696,אבי זילברמן,36,זכר,גבעתיים,ביטוח חיים,09/09/2021,832335,6720,10,3.4,9,פעיל,
C2697,אייל סגל,63,זכר,כפר סבא,ביטוח רכב,22/07/2020,962773,2793,10,48.6,8,לא פעיל,08/10/2021
C2698,עמית מימון,25,זכר,רעננה,ייעוץ השקעות,08/09/2019,630444,6442,2,51.3,4,פעיל,
C2699,קובי סופר,62,זכר,רמת גן,פנסיה,07/09/2025,1739448,3435,4,81.7,6,לא פעיל,15/05/2027
C2700,איתי הררי,45,זכר,הרצליה,תכנון פיננסי,30/11/2025,1308029,5994,5,67.3,1,פעיל,
C2701,יצחק אוחנה,31,זכר,גבעתיים,פנסיה,05/01/2025,1140679,4374,0,62.5,2,פעיל,
C2702,קובי צור,52,זכר,פתח תקווה,פנסיה,12/07/2025,1146376,1548,15,21.3,9,פעיל,
C2703,אלון בוחבוט,68,זכר,כפר סבא,ביטוח רכב,21/04/2024,943440,5598,8,81.5,7,פעיל,
C2704,דוד חורב,31,זכר,גבעתיים,ביטוח בריאות,05/09/2020,472855,5478,8,82.5,7,פעיל,
C2705,דוד דוידוביץ,38,זכר,ראשון לציון,ביטוח חיים,21/10/2022,465137,678,7,42.1,5,פעיל,
C2706,תומר בנימין,28,זכר,אשדוד,תכנון פיננסי,27/06/2023,945626,5332,5,12.7,4,פעיל,
C2707,חיים נגר,62,זכר,ראשון לציון,ביטוח רכב,09/06/2019,721913,5228,11,7.4,6,פעיל,
C2708,גדי מור,28,זכר,פתח תקווה,ייעוץ השקעות,08/09/2021,733765,3334,1,74.1,3,פעיל,
C2709,יצחק פרנקל,60,זכר,פתח תקווה,פנסיה,31/01/2023,1469170,3634,9,85.4,4,פעיל,
C2710,נדב יפרח,65,זכר,באר שבע,תכנון פיננסי,14/09/2020,927313,6967,11,35,3,לא פעיל,17/01/2022
C2711,נתן גרינברג,31,זכר,הוד השרון,חיסכון ארוך טווח,19/09/2021,947150,2017,4,81.2,6,לא פעיל,28/12/2021
C2712,גדי טובים,51,זכר,ראשון לציון,פנסיה,10/12/2023,1363550,120,10,6.6,8,פעיל,
C2713,יריב בכר,51,זכר,אשדוד,ביטוח בריאות,09/02/2023,1055210,5837,0,56.4,6,לא פעיל,21/05/2023
C2714,קובי ברק,34,זכר,גבעתיים,ייעוץ השקעות,25/08/2019,807466,5182,12,13.5,8,לא פעיל,04/05/2021
C2715,עידו לרנר,31,זכר,רמת גן,ביטוח בריאות,05/02/2023,927726,3538,0,6.1,3,לא פעיל,21/11/2024
C2716,דור פרץ,72,זכר,כפר סבא,ביטוח רכב,25/04/2024,1236947,1726,9,30,3,לא פעיל,09/02/2025
C2717,רועי רוט,72,זכר,באר שבע,ביטוח בריאות,02/10/2021,496372,5580,0,34.2,6,לא פעיל,15/01/2022
C2718,נדב כץ,43,זכר,מודיעין,ייעוץ מס,15/08/2021,792794,4372,5,3,10,לא פעיל,02/07/2022
C2719,שלמה שטרן,66,זכר,כפר סבא,חיסכון ארוך טווח,13/10/2022,606263,5908,7,78.8,5,פעיל,
C2720,יניב זמיר,66,זכר,ירושלים,ביטוח רכב,27/07/2025,1447878,3645,9,41.4,2,לא פעיל,07/12/2025
C2721,תומר אלון,30,זכר,כפר סבא,תכנון פיננסי,13/01/2023,913532,5397,15,78.6,2,פעיל,
C2722,אלון דיין,35,זכר,כפר סבא,ייעוץ מס,14/05/2019,164766,4394,4,55.2,2,פעיל,
C2723,אייל נגר,49,זכר,כפר סבא,ביטוח בריאות,09/05/2023,1485341,4235,15,7.7,3,פעיל,
C2724,יניב יפרח,68,זכר,חיפה,ביטוח חיים,10/12/2019,667757,3880,11,62,7,לא פעיל,14/09/2020
C2725,יריב פרנקל,71,זכר,באר שבע,פנסיה,31/01/2021,761666,4634,13,73.9,1,פעיל,
C2726,גיא וינר,59,זכר,רמת גן,ביטוח בריאות,04/05/2019,932255,1855,14,77.8,2,לא פעיל,26/01/2021
C2727,יותם דיין,47,זכר,תל אביב,ביטוח חיים,27/11/2020,736622,2159,8,28.3,6,לא פעיל,07/03/2021
C2728,נדב הררי,34,זכר,פתח תקווה,פנסיה,10/02/2022,564187,1728,4,71,10,לא פעיל,17/06/2022
C2729,גדי ברזילי,71,זכר,ראשון לציון,ביטוח רכב,16/11/2024,1295542,5211,4,25.3,8,פעיל,
C2730,יצחק רוט,48,זכר,הוד השרון,פנסיה,29/11/2025,1329455,104,4,43.7,5,פעיל,
C2731,ניר שמש,50,זכר,הרצליה,ביטוח חיים,02/12/2025,1256487,1024,5,59.8,1,פעיל,
C2732,דני ברק,30,זכר,פתח תקווה,ביטוח בריאות,18/11/2022,1328629,985,13,91.3,6,פעיל,
C2733,יניב פינטו,35,זכר,הרצליה,תכנון פיננסי,08/05/2025,1221842,6741,14,77.2,6,לא פעיל,23/12/2025
C2734,נתן פינטו,52,זכר,הוד השרון,חיסכון ארוך טווח,24/10/2019,443887,823,15,64.8,4,לא פעיל,22/01/2020
C2735,עמית הרשקוביץ,69,זכר,נתניה,ייעוץ מס,19/11/2021,1183246,5666,13,31.4,9,פעיל,
C2736,דני תמיר,70,זכר,רמת גן,ביטוח חיים,11/10/2024,1326326,5615,1,70.3,7,לא פעיל,23/04/2026
C2737,אייל וינר,30,זכר,מודיעין,ביטוח בריאות,22/08/2023,1395692,1488,0,63.8,6,פעיל,
C2738,קובי שגיא,44,זכר,חיפה,ייעוץ השקעות,27/04/2024,1553967,2905,13,85.2,8,פעיל,
